Date,Winner,Loser,WRank,LRank,WPts,LPts,B365W,B365L,PSW,PSL
24/04/2021,Player55,Player44,36,22,2316,3686,2.33,1.61,2.4,1.66
24/04/2021,Player18,Player55,23,36,3354,2316,1.65,2.25,1.7,2.31
25/04/2021,Player49,Player14,10,11,4133,4174,1.75,2.09,1.8,2.15
25/04/2021,Player15,Player5,34,21,2466,3756,2.08,1.76,2.14,1.81
25/04/2021,Player7,Player29,20,54,3316,1316,1.39,3.0,1.44,3.09
26/04/2021,Player50,Player55,15,36,3906,2316,1.5,2.6,1.55,2.68
26/04/2021,Player46,Player33,7,24,4796,3673,1.76,2.07,1.82,2.13
26/04/2021,Player8,Player41,59,51,901,1403,2.28,1.64,2.35,1.68
27/04/2021,Player4,Player57,19,48,3295,1587,1.55,2.46,1.6,2.53
27/04/2021,Player58,Player41,38,51,2420,1403,1.79,2.03,1.84,2.09
27/04/2021,Player34,Player1,32,60,2831,994,1.46,2.73,1.51,2.81
28/04/2021,Player40,Player13,17,39,3658,2325,1.65,2.26,1.69,2.33
28/04/2021,Player59,Player1,43,60,2172,994,1.81,2.01,1.86,2.07
28/04/2021,Player53,Player8,2,59,4719,901,1.17,5.15,1.2,5.31
29/04/2021,Player21,Player43,53,1,1077,4968,3.94,1.26,4.06,1.29
29/04/2021,Player6,Player27,9,4,4577,4718,2.06,1.77,2.12,1.82
29/04/2021,Player57,Player56,48,14,1587,3706,2.63,1.49,2.71,1.54
30/04/2021,Player5,Player49,21,10,3756,4133,2.32,1.61,2.39,1.66
30/04/2021,Player44,Player11,22,45,3686,2050,1.49,2.63,1.54,2.71
30/04/2021,Player58,Player25,38,16,2420,3895,2.52,1.53,2.59,1.58
01/05/2021,Player28,Player19,18,50,3592,1479,1.56,2.44,1.61,2.52
01/05/2021,Player59,Player47,43,6,2172,4446,2.5,1.54,2.57,1.59
01/05/2021,Player48,Player37,12,52,4191,1222,1.39,3.01,1.43,3.1
02/05/2021,Player31,Player32,55,46,899,1603,1.92,1.89,1.97,1.95
02/05/2021,Player56,Player35,14,57,3706,1093,1.28,3.69,1.32,3.8
02/05/2021,Player20,Player1,41,60,2260,994,1.49,2.64,1.53,2.72
03/05/2021,Player41,Player20,51,41,1403,2260,2.03,1.79,2.09,1.85
03/05/2021,Player47,Player43,6,1,4446,4968,1.94,1.87,2.0,1.92
03/05/2021,Player59,Player57,43,48,2172,1587,1.7,2.17,1.75,2.23
04/05/2021,Player52,Player26,3,30,4703,3202,1.56,2.44,1.61,2.51
04/05/2021,Player23,Player24,8,40,3953,2440,1.45,2.78,1.49,2.86
04/05/2021,Player43,Player35,1,57,4968,1093,1.31,3.46,1.35,3.56
05/05/2021,Player58,Player15,38,34,2420,2466,2.09,1.75,2.15,1.8
05/05/2021,Player37,Player55,52,36,1222,2316,2.43,1.57,2.5,1.61
05/05/2021,Player22,Player12,42,26,1754,3655,2.21,1.68,2.27,1.73
06/05/2021,Player46,Player15,7,34,4796,2466,1.45,2.79,1.49,2.87
06/05/2021,Player50,Player38,15,5,3906,4828,2.03,1.79,2.09,1.85
06/05/2021,Player17,Player33,49,24,1531,3673,3.34,1.33,3.44,1.37
07/05/2021,Player49,Player40,10,17,4133,3658,1.72,2.13,1.78,2.19
07/05/2021,Player52,Player51,3,27,4703,3119,1.57,2.41,1.62,2.48
07/05/2021,Player0,Player54,33,47,2577,1574,1.65,2.26,1.7,2.32
08/05/2021,Player57,Player13,48,39,1587,2325,2.15,1.71,2.22,1.76
08/05/2021,Player29,Player1,54,60,1316,994,1.67,2.22,1.72,2.28
08/05/2021,Player1,Player45,60,25,994,3083,2.75,1.46,2.83,1.5
09/05/2021,Player51,Player59,27,43,3119,2172,1.87,1.94,1.92,2.0
09/05/2021,Player15,Player38,34,5,2466,4828,2.81,1.44,2.9,1.48
09/05/2021,Player56,Player38,14,5,3706,4828,2.23,1.66,2.3,1.71
10/05/2021,Player54,Player27,47,4,1574,4718,2.68,1.48,2.76,1.52
10/05/2021,Player11,Player9,45,29,2050,3213,2.07,1.76,2.13,1.81
10/05/2021,Player26,Player9,30,29,3202,3213,1.89,1.92,1.95,1.97
11/05/2021,Player13,Player52,39,3,2325,4703,3.16,1.36,3.26,1.4
11/05/2021,Player57,Player13,48,39,1587,2325,2.14,1.72,2.2,1.77
11/05/2021,Player51,Player8,27,59,3119,901,1.35,3.22,1.39,3.31
12/05/2021,Player4,Player16,19,35,3295,2680,1.81,2.01,1.86,2.07
12/05/2021,Player41,Player7,51,20,1403,3316,3.0,1.4,3.09,1.44
12/05/2021,Player33,Player40,24,17,3673,3658,2.1,1.74,2.17,1.79
13/05/2021,Player6,Player45,9,25,4577,3083,1.7,2.17,1.75,2.23
13/05/2021,Player38,Player45,5,25,4828,3083,1.58,2.39,1.63,2.47
13/05/2021,Player44,Player19,22,50,3686,1479,1.5,2.62,1.54,2.69
14/05/2021,Player6,Player3,9,28,4577,3305,1.63,2.29,1.68,2.35
14/05/2021,Player5,Player11,21,45,3756,2050,1.58,2.41,1.62,2.48
14/05/2021,Player32,Player40,46,17,1603,3658,2.69,1.47,2.77,1.52
15/05/2021,Player44,Player31,22,55,3686,899,1.43,2.84,1.47,2.92
15/05/2021,Player17,Player46,49,7,1531,4796,3.08,1.38,3.17,1.42
15/05/2021,Player10,Player8,31,59,2848,901,1.63,2.3,1.67,2.36
16/05/2021,Player55,Player6,36,9,2316,4577,2.3,1.62,2.37,1.67
16/05/2021,Player40,Player28,17,18,3658,3592,2.03,1.79,2.09,1.85
16/05/2021,Player22,Player13,42,39,1754,2325,1.92,1.89,1.98,1.95
17/05/2021,Player5,Player17,21,49,3756,1531,1.5,2.6,1.55,2.68
17/05/2021,Player36,Player0,58,33,885,2577,2.44,1.56,2.51,1.61
17/05/2021,Player6,Player34,9,32,4577,2831,1.39,3.0,1.44,3.09
18/05/2021,Player37,Player9,52,29,1222,3213,2.33,1.61,2.4,1.66
18/05/2021,Player41,Player10,51,31,1403,2848,2.25,1.65,2.32,1.7
18/05/2021,Player3,Player20,28,41,3305,2260,1.67,2.21,1.72,2.28
19/05/2021,Player3,Player14,28,11,3305,4174,2.08,1.76,2.14,1.81
19/05/2021,Player42,Player36,13,58,3909,885,1.41,2.92,1.46,3.0
19/05/2021,Player14,Player24,11,40,4174,2440,1.67,2.22,1.71,2.29
20/05/2021,Player22,Player46,42,7,1754,4796,2.8,1.44,2.88,1.49
20/05/2021,Player49,Player57,10,48,4133,1587,1.33,3.33,1.37,3.43
20/05/2021,Player59,Player36,43,58,2172,885,1.53,2.53,1.57,2.61
21/05/2021,Player0,Player53,33,2,2577,4719,3.12,1.37,3.21,1.41
21/05/2021,Player11,Player29,45,54,2050,1316,1.86,1.95,1.91,2.01
21/05/2021,Player7,Player52,20,3,3316,4703,2.23,1.66,2.29,1.71
22/05/2021,Player2,Player6,44,9,1873,4577,2.44,1.56,2.51,1.61
22/05/2021,Player55,Player39,36,37,2316,2389,1.86,1.95,1.92,2.01
22/05/2021,Player49,Player21,10,53,4133,1077,1.29,3.64,1.33,3.75
23/05/2021,Player8,Player41,59,51,901,1403,1.92,1.89,1.97,1.95
23/05/2021,Player32,Player40,46,17,1603,3658,2.36,1.6,2.43,1.65
23/05/2021,Player8,Player7,59,20,901,3316,3.55,1.3,3.65,1.34
24/05/2021,Player4,Player41,19,51,3295,1403,1.49,2.63,1.54,2.71
24/05/2021,Player43,Player28,1,18,4968,3592,1.82,2.0,1.87,2.06
24/05/2021,Player26,Player43,30,1,3202,4968,2.58,1.51,2.65,1.56
25/05/2021,Player33,Player0,24,33,3673,2577,1.73,2.12,1.78,2.19
25/05/2021,Player13,Player54,39,47,2325,1574,1.76,2.07,1.82,2.13
25/05/2021,Player20,Player0,41,33,2260,2577,2.11,1.74,2.17,1.79
26/05/2021,Player22,Player15,42,34,1754,2466,2.26,1.64,2.33,1.69
26/05/2021,Player46,Player53,7,2,4796,4719,1.94,1.87,1.99,1.93
26/05/2021,Player58,Player19,38,50,2420,1479,1.9,1.91,1.95,1.97
27/05/2021,Player2,Player12,44,26,1873,3655,2.4,1.58,2.47,1.62
27/05/2021,Player8,Player54,59,47,901,1574,2.33,1.61,2.4,1.66
27/05/2021,Player9,Player5,29,21,3213,3756,1.98,1.84,2.03,1.89
28/05/2021,Player12,Player34,26,32,3655,2831,1.81,2.01,1.86,2.07
28/05/2021,Player13,Player21,39,53,2325,1077,1.61,2.32,1.66,2.39
28/05/2021,Player19,Player54,50,47,1479,1574,1.91,1.9,1.97,1.95
29/05/2021,Player48,Player19,12,50,4191,1479,1.37,3.14,1.41,3.23
29/05/2021,Player34,Player19,32,50,2831,1479,1.59,2.38,1.63,2.45
29/05/2021,Player7,Player54,20,47,3316,1574,1.57,2.41,1.62,2.48
30/05/2021,Player3,Player9,28,29,3305,3213,2.12,1.73,2.18,1.78
30/05/2021,Player31,Player36,55,58,899,885,1.8,2.03,1.85,2.09
30/05/2021,Player21,Player32,53,46,1077,1603,2.11,1.74,2.17,1.79
31/05/2021,Player18,Player45,23,25,3354,3083,1.86,1.96,1.91,2.01
31/05/2021,Player41,Player48,51,12,1403,4191,3.12,1.37,3.21,1.41
31/05/2021,Player13,Player50,39,15,2325,3906,2.44,1.56,2.52,1.61
01/06/2021,Player3,Player58,28,38,3305,2420,1.82,2.0,1.87,2.06
01/06/2021,Player6,Player39,9,37,4577,2389,1.47,2.7,1.52,2.78
01/06/2021,Player33,Player8,24,59,3673,901,1.47,2.71,1.51,2.79
02/06/2021,Player49,Player57,10,48,4133,1587,1.32,3.4,1.36,3.49
02/06/2021,Player3,Player7,28,20,3305,3316,2.09,1.75,2.15,1.8
02/06/2021,Player29,Player1,54,60,1316,994,1.71,2.16,1.76,2.22
03/06/2021,Player15,Player39,34,37,2466,2389,1.95,1.87,2.0,1.92
03/06/2021,Player14,Player19,11,50,4174,1479,1.38,3.07,1.42,3.16
03/06/2021,Player29,Player32,54,46,1316,1603,2.14,1.72,2.2,1.77
04/06/2021,Player41,Player40,51,17,1403,3658,2.89,1.42,2.98,1.46
04/06/2021,Player26,Player17,30,49,3202,1531,1.66,2.24,1.71,2.31
04/06/2021,Player35,Player53,57,2,1093,4719,3.82,1.27,3.93,1.31
05/06/2021,Player52,Player56,3,14,4703,3706,1.75,2.09,1.8,2.15
05/06/2021,Player53,Player36,2,58,4719,885,1.26,3.91,1.3,4.02
05/06/2021,Player16,Player14,35,11,2680,4174,2.47,1.55,2.55,1.59
06/06/2021,Player35,Player2,57,44,1093,1873,2.03,1.79,2.09,1.84
06/06/2021,Player40,Player57,17,48,3658,1587,1.53,2.51,1.58,2.59
06/06/2021,Player10,Player8,31,59,2848,901,1.44,2.8,1.49,2.88
07/06/2021,Player10,Player41,31,51,2848,1403,1.71,2.15,1.76,2.21
07/06/2021,Player30,Player19,56,50,1065,1479,1.86,1.95,1.91,2.01
07/06/2021,Player38,Player34,5,32,4828,2831,1.48,2.66,1.53,2.74
08/06/2021,Player44,Player16,22,35,3686,2680,1.8,2.03,1.85,2.08
08/06/2021,Player10,Player58,31,38,2848,2420,1.93,1.88,1.98,1.94
08/06/2021,Player7,Player14,20,11,3316,4174,1.95,1.86,2.0,1.92
09/06/2021,Player40,Player7,17,20,3658,3316,1.99,1.83,2.04,1.88
09/06/2021,Player54,Player45,47,25,1574,3083,2.64,1.49,2.72,1.53
09/06/2021,Player52,Player17,3,49,4703,1531,1.3,3.53,1.34,3.63
10/06/2021,Player12,Player23,26,8,3655,3953,2.47,1.55,2.55,1.59
10/06/2021,Player9,Player50,29,15,3213,3906,2.29,1.63,2.36,1.68
10/06/2021,Player55,Player49,36,10,2316,4133,2.62,1.5,2.7,1.54
11/06/2021,Player44,Player56,22,14,3686,3706,1.89,1.92,1.94,1.98
11/06/2021,Player24,Player34,40,32,2440,2831,2.29,1.63,2.35,1.68
11/06/2021,Player18,Player49,23,10,3354,4133,2.13,1.72,2.2,1.77
12/06/2021,Player15,Player44,34,22,2466,3686,2.12,1.73,2.19,1.78
12/06/2021,Player40,Player56,17,14,3658,3706,1.99,1.83,2.05,1.88
12/06/2021,Player45,Player42,25,13,3083,3909,2.45,1.56,2.52,1.61
13/06/2021,Player17,Player10,49,31,1531,2848,2.13,1.72,2.19,1.77
13/06/2021,Player44,Player35,22,57,3686,1093,1.48,2.66,1.53,2.73
13/06/2021,Player29,Player56,54,14,1316,3706,3.42,1.32,3.52,1.36
14/06/2021,Player30,Player23,56,8,1065,3953,3.62,1.29,3.72,1.33
14/06/2021,Player58,Player8,38,59,2420,901,1.52,2.56,1.56,2.64
14/06/2021,Player5,Player26,21,30,3756,3202,1.72,2.13,1.77,2.2
15/06/2021,Player59,Player32,43,46,2172,1603,1.85,1.96,1.91,2.02
15/06/2021,Player41,Player3,51,28,1403,3305,2.56,1.52,2.64,1.56
15/06/2021,Player27,Player4,4,19,4718,3295,1.68,2.19,1.73,2.26
16/06/2021,Player47,Player11,6,45,4446,2050,1.47,2.71,1.51,2.79
16/06/2021,Player40,Player41,17,51,3658,1403,1.53,2.54,1.57,2.61
16/06/2021,Player17,Player23,49,8,1531,3953,3.2,1.36,3.3,1.4
17/06/2021,Player52,Player4,3,19,4703,3295,1.59,2.38,1.64,2.45
17/06/2021,Player7,Player51,20,27,3316,3119,1.71,2.15,1.76,2.21
17/06/2021,Player19,Player2,50,44,1479,1873,2.31,1.62,2.38,1.67
18/06/2021,Player13,Player38,39,5,2325,4828,2.97,1.4,3.06,1.44
18/06/2021,Player38,Player54,5,47,4828,1574,1.34,3.27,1.38,3.37
18/06/2021,Player29,Player22,54,42,1316,1754,2.29,1.63,2.35,1.68
19/06/2021,Player34,Player49,32,10,2831,4133,2.44,1.56,2.51,1.61
19/06/2021,Player58,Player7,38,20,2420,3316,2.38,1.59,2.45,1.63
19/06/2021,Player11,Player30,45,56,2050,1065,1.87,1.95,1.92,2.0
20/06/2021,Player23,Player57,8,48,3953,1587,1.35,3.21,1.39,3.3
20/06/2021,Player43,Player5,1,21,4968,3756,1.66,2.23,1.71,2.29
20/06/2021,Player27,Player39,4,37,4718,2389,1.39,3.04,1.43,3.13
21/06/2021,Player39,Player0,37,33,2389,2577,1.9,1.91,1.96,1.96
21/06/2021,Player32,Player40,46,17,1603,3658,2.75,1.46,2.83,1.5
21/06/2021,Player51,Player36,27,58,3119,885,1.39,3.05,1.43,3.14
22/06/2021,Player41,Player35,51,57,1403,1093,1.82,2.0,1.87,2.06
22/06/2021,Player2,Player36,44,58,1873,885,1.76,2.08,1.81,2.14
22/06/2021,Player46,Player3,7,28,4796,3305,1.58,2.4,1.62,2.47
23/06/2021,Player16,Player9,35,29,2680,3213,2.02,1.8,2.08,1.85
23/06/2021,Player9,Player40,29,17,3213,3658,2.24,1.66,2.3,1.71
23/06/2021,Player46,Player23,7,8,4796,3953,2.07,1.76,2.13,1.81
24/06/2021,Player40,Player59,17,43,3658,2172,1.5,2.61,1.55,2.68
24/06/2021,Player52,Player15,3,34,4703,2466,1.58,2.41,1.62,2.48
24/06/2021,Player4,Player3,19,28,3295,3305,1.74,2.1,1.79,2.16
25/06/2021,Player24,Player56,40,14,2440,3706,2.45,1.56,2.52,1.6
25/06/2021,Player33,Player15,24,34,3673,2466,1.74,2.11,1.79,2.17
25/06/2021,Player4,Player45,19,25,3295,3083,1.84,1.97,1.89,2.03
26/06/2021,Player18,Player20,23,41,3354,2260,1.64,2.28,1.68,2.35
26/06/2021,Player38,Player2,5,44,4828,1873,1.34,3.29,1.38,3.39
26/06/2021,Player6,Player23,9,8,4577,3953,2.02,1.8,2.08,1.85
27/06/2021,Player59,Player34,43,32,2172,2831,2.15,1.71,2.21,1.76
27/06/2021,Player7,Player20,20,41,3316,2260,1.57,2.41,1.62,2.49
27/06/2021,Player11,Player0,45,33,2050,2577,2.45,1.56,2.53,1.6
28/06/2021,Player28,Player48,18,12,3592,4191,2.04,1.79,2.1,1.84
28/06/2021,Player51,Player19,27,50,3119,1479,1.71,2.16,1.76,2.22
28/06/2021,Player27,Player48,4,12,4718,4191,2.05,1.78,2.11,1.83
29/06/2021,Player47,Player40,6,17,4446,3658,1.7,2.16,1.75,2.23
29/06/2021,Player44,Player9,22,29,3686,3213,1.73,2.12,1.78,2.18
29/06/2021,Player49,Player26,10,30,4133,3202,1.54,2.5,1.58,2.57
30/06/2021,Player30,Player25,56,16,1065,3895,3.14,1.37,3.23,1.41
30/06/2021,Player30,Player52,56,3,1065,4703,3.39,1.32,3.49,1.36
30/06/2021,Player6,Player32,9,46,4577,1603,1.48,2.66,1.53,2.74
01/07/2021,Player30,Player31,56,55,1065,899,1.9,1.91,1.96,1.96
01/07/2021,Player5,Player42,21,13,3756,3909,2.04,1.78,2.1,1.84
01/07/2021,Player44,Player56,22,14,3686,3706,2.27,1.64,2.33,1.69
02/07/2021,Player27,Player49,4,10,4718,4133,1.72,2.13,1.77,2.2
02/07/2021,Player54,Player59,47,43,1574,2172,1.84,1.98,1.89,2.04
02/07/2021,Player49,Player37,10,52,4133,1222,1.32,3.44,1.36,3.54
03/07/2021,Player14,Player34,11,32,4174,2831,1.44,2.81,1.48,2.89
03/07/2021,Player59,Player36,43,58,2172,885,1.72,2.13,1.78,2.19
03/07/2021,Player14,Player16,11,35,4174,2680,1.42,2.9,1.46,2.98
04/07/2021,Player32,Player13,46,39,1603,2325,2.06,1.77,2.12,1.82
04/07/2021,Player3,Player41,28,51,3305,1403,1.51,2.58,1.55,2.66
04/07/2021,Player28,Player38,18,5,3592,4828,2.32,1.62,2.38,1.66
05/07/2021,Player47,Player41,6,51,4446,1403,1.2,4.65,1.23,4.78
05/07/2021,Player2,Player13,44,39,1873,2325,1.91,1.9,1.97,1.95
05/07/2021,Player49,Player5,10,21,4133,3756,1.69,2.18,1.74,2.24
06/07/2021,Player17,Player45,49,25,1531,3083,2.4,1.58,2.47,1.63
06/07/2021,Player44,Player59,22,43,3686,2172,1.66,2.24,1.71,2.3
06/07/2021,Player40,Player58,17,38,3658,2420,1.59,2.38,1.63,2.46
07/07/2021,Player20,Player33,41,24,2260,3673,2.26,1.65,2.32,1.7
07/07/2021,Player5,Player10,21,31,3756,2848,1.68,2.2,1.73,2.26
07/07/2021,Player44,Player25,22,16,3686,3895,2.55,1.52,2.63,1.56
08/07/2021,Player42,Player54,13,47,3909,1574,1.43,2.83,1.48,2.92
08/07/2021,Player46,Player38,7,5,4796,4828,1.99,1.83,2.05,1.88
08/07/2021,Player46,Player7,7,20,4796,3316,1.65,2.26,1.7,2.32
09/07/2021,Player53,Player34,2,32,4719,2831,1.4,2.97,1.44,3.06
09/07/2021,Player16,Player10,35,31,2680,2848,1.86,1.95,1.91,2.01
09/07/2021,Player31,Player25,55,16,899,3895,2.72,1.47,2.79,1.51
10/07/2021,Player18,Player31,23,55,3354,899,1.44,2.81,1.48,2.89
10/07/2021,Player39,Player20,37,41,2389,2260,1.75,2.1,1.8,2.16
10/07/2021,Player15,Player39,34,37,2466,2389,1.76,2.08,1.81,2.14
11/07/2021,Player5,Player30,21,56,3756,1065,1.44,2.8,1.49,2.88
11/07/2021,Player39,Player22,37,42,2389,1754,1.8,2.02,1.85,2.08
11/07/2021,Player8,Player10,59,31,901,2848,2.34,1.61,2.41,1.65
12/07/2021,Player43,Player59,1,43,4968,2172,1.31,3.5,1.35,3.6
12/07/2021,Player29,Player45,54,25,1316,3083,2.62,1.5,2.69,1.54
12/07/2021,Player27,Player48,4,12,4718,4191,1.94,1.87,1.99,1.93
13/07/2021,Player22,Player17,42,49,1754,1531,1.62,2.31,1.67,2.38
13/07/2021,Player0,Player44,33,22,2577,3686,2.21,1.67,2.27,1.72
13/07/2021,Player10,Player50,31,15,2848,3906,2.52,1.53,2.59,1.58
14/07/2021,Player20,Player55,41,36,2260,2316,1.99,1.83,2.05,1.88
14/07/2021,Player32,Player28,46,18,1603,3592,2.59,1.51,2.66,1.55
14/07/2021,Player30,Player6,56,9,1065,4577,3.6,1.29,3.71,1.33
15/07/2021,Player49,Player24,10,40,4133,2440,1.44,2.81,1.48,2.89
15/07/2021,Player16,Player31,35,55,2680,899,1.69,2.18,1.74,2.25
15/07/2021,Player7,Player56,20,14,3316,3706,2.14,1.71,2.2,1.77
16/07/2021,Player17,Player30,49,56,1531,1065,1.91,1.9,1.96,1.96
16/07/2021,Player6,Player34,9,32,4577,2831,1.66,2.23,1.71,2.29
16/07/2021,Player12,Player42,26,13,3655,3909,2.09,1.75,2.15,1.8
17/07/2021,Player56,Player14,14,11,3706,4174,2.02,1.8,2.08,1.86
17/07/2021,Player13,Player3,39,28,2325,3305,2.06,1.77,2.12,1.82
17/07/2021,Player40,Player1,17,60,3658,994,1.44,2.8,1.49,2.88
18/07/2021,Player40,Player23,17,8,3658,3953,2.01,1.81,2.07,1.86
18/07/2021,Player13,Player31,39,55,2325,899,1.53,2.52,1.58,2.59
18/07/2021,Player13,Player30,39,56,2325,1065,1.61,2.34,1.65,2.41
19/07/2021,Player54,Player48,47,12,1574,4191,2.43,1.57,2.5,1.61
19/07/2021,Player7,Player13,20,39,3316,2325,1.56,2.44,1.61,2.51
19/07/2021,Player20,Player56,41,14,2260,3706,2.52,1.53,2.59,1.58
20/07/2021,Player25,Player37,16,52,3895,1222,1.45,2.76,1.5,2.84
20/07/2021,Player14,Player47,11,6,4174,4446,1.94,1.87,2.0,1.93
20/07/2021,Player2,Player57,44,48,1873,1587,1.82,2.0,1.87,2.06
21/07/2021,Player43,Player51,1,27,4968,3119,1.49,2.64,1.53,2.72
21/07/2021,Player16,Player59,35,43,2680,2172,1.71,2.15,1.76,2.21
21/07/2021,Player55,Player44,36,22,2316,3686,2.76,1.45,2.84,1.5
22/07/2021,Player30,Player24,56,40,1065,2440,2.26,1.64,2.33,1.69
22/07/2021,Player43,Player14,1,11,4968,4174,1.64,2.28,1.69,2.34
22/07/2021,Player32,Player45,46,25,1603,3083,2.32,1.62,2.38,1.67
23/07/2021,Player58,Player0,38,33,2420,2577,2.03,1.79,2.09,1.85
23/07/2021,Player44,Player30,22,56,3686,1065,1.56,2.46,1.6,2.53
23/07/2021,Player8,Player35,59,57,901,1093,1.98,1.84,2.03,1.89
24/07/2021,Player45,Player23,25,8,3083,3953,2.24,1.66,2.3,1.71
24/07/2021,Player38,Player18,5,23,4828,3354,1.48,2.68,1.52,2.76
24/07/2021,Player12,Player42,26,13,3655,3909,2.07,1.76,2.14,1.81
25/07/2021,Player54,Player51,47,27,1574,3119,2.36,1.6,2.43,1.64
25/07/2021,Player44,Player8,22,59,3686,901,1.39,3.04,1.43,3.13
25/07/2021,Player4,Player57,19,48,3295,1587,1.54,2.48,1.59,2.56
26/07/2021,Player49,Player39,10,37,4133,2389,1.57,2.43,1.61,2.5
26/07/2021,Player37,Player17,52,49,1222,1531,1.85,1.96,1.9,2.02
26/07/2021,Player5,Player27,21,4,3756,4718,2.52,1.53,2.59,1.58
27/07/2021,Player28,Player39,18,37,3592,2389,1.62,2.32,1.66,2.39
27/07/2021,Player49,Player56,10,14,4133,3706,1.73,2.12,1.78,2.18
27/07/2021,Player50,Player11,15,45,3906,2050,1.52,2.54,1.57,2.61
28/07/2021,Player8,Player56,59,14,901,3706,3.19,1.36,3.28,1.4
28/07/2021,Player39,Player50,37,15,2389,3906,2.65,1.49,2.72,1.53
28/07/2021,Player32,Player41,46,51,1603,1403,1.84,1.97,1.9,2.03
29/07/2021,Player42,Player29,13,54,3909,1316,1.47,2.72,1.51,2.8
29/07/2021,Player19,Player20,50,41,1479,2260,2.03,1.79,2.09,1.84
29/07/2021,Player54,Player56,47,14,1574,3706,2.87,1.43,2.95,1.47
30/07/2021,Player32,Player1,46,60,1603,994,1.91,1.9,1.97,1.96
30/07/2021,Player25,Player31,16,55,3895,899,1.31,3.49,1.35,3.59
30/07/2021,Player11,Player58,45,38,2050,2420,2.28,1.63,2.35,1.68
31/07/2021,Player4,Player30,19,56,3295,1065,1.45,2.76,1.5,2.84
31/07/2021,Player5,Player6,21,9,3756,4577,2.15,1.71,2.21,1.76
31/07/2021,Player27,Player30,4,56,4718,1065,1.27,3.8,1.31,3.91
01/08/2021,Player42,Player19,13,50,3909,1479,1.34,3.28,1.38,3.37
01/08/2021,Player13,Player44,39,22,2325,3686,2.13,1.72,2.2,1.77
01/08/2021,Player20,Player31,41,55,2260,899,1.81,2.01,1.86,2.07
02/08/2021,Player0,Player57,33,48,2577,1587,1.62,2.32,1.67,2.38
02/08/2021,Player56,Player42,14,13,3706,3909,1.83,1.99,1.88,2.05
02/08/2021,Player52,Player32,3,46,4703,1603,1.32,3.43,1.36,3.53
03/08/2021,Player42,Player9,13,29,3909,3213,1.59,2.37,1.64,2.44
03/08/2021,Player45,Player22,25,42,3083,1754,1.72,2.13,1.77,2.2
03/08/2021,Player0,Player11,33,45,2577,2050,1.68,2.2,1.73,2.26
04/08/2021,Player53,Player24,2,40,4719,2440,1.39,3.05,1.43,3.14
04/08/2021,Player59,Player7,43,20,2172,3316,2.38,1.59,2.45,1.63
04/08/2021,Player37,Player20,52,41,1222,2260,2.24,1.66,2.3,1.71
05/08/2021,Player4,Player14,19,11,3295,4174,1.91,1.9,1.97,1.95
05/08/2021,Player27,Player57,4,48,4718,1587,1.41,2.95,1.45,3.04
05/08/2021,Player21,Player43,53,1,1077,4968,3.01,1.39,3.09,1.44
06/08/2021,Player40,Player35,17,57,3658,1093,1.31,3.5,1.35,3.6
06/08/2021,Player56,Player1,14,60,3706,994,1.35,3.23,1.39,3.33
06/08/2021,Player18,Player0,23,33,3354,2577,1.63,2.28,1.68,2.35
07/08/2021,Player51,Player0,27,33,3119,2577,1.71,2.15,1.76,2.21
07/08/2021,Player45,Player33,25,24,3083,3673,2.15,1.71,2.21,1.76
07/08/2021,Player23,Player42,8,13,3953,3909,2.0,1.82,2.06,1.87
08/08/2021,Player28,Player37,18,52,3592,1222,1.49,2.64,1.53,2.72
08/08/2021,Player29,Player44,54,22,1316,3686,2.58,1.51,2.65,1.56
08/08/2021,Player58,Player20,38,41,2420,2260,1.79,2.04,1.84,2.1
09/08/2021,Player1,Player19,60,50,994,1479,2.29,1.63,2.36,1.68
09/08/2021,Player51,Player10,27,31,3119,2848,1.95,1.86,2.01,1.91
09/08/2021,Player27,Player54,4,47,4718,1574,1.38,3.06,1.42,3.15
10/08/2021,Player30,Player24,56,40,1065,2440,2.34,1.61,2.41,1.66
10/08/2021,Player29,Player52,54,3,1316,4703,3.95,1.26,4.06,1.29
10/08/2021,Player22,Player46,42,7,1754,4796,3.05,1.39,3.14,1.43
11/08/2021,Player26,Player34,30,32,3202,2831,1.8,2.02,1.85,2.08
11/08/2021,Player29,Player42,54,13,1316,3909,2.98,1.4,3.07,1.44
11/08/2021,Player12,Player29,26,54,3655,1316,1.48,2.66,1.53,2.73
12/08/2021,Player58,Player52,38,3,2420,4703,3.03,1.39,3.12,1.43
12/08/2021,Player4,Player16,19,35,3295,2680,1.73,2.12,1.78,2.19
12/08/2021,Player30,Player26,56,30,1065,3202,2.34,1.61,2.41,1.66
13/08/2021,Player48,Player51,12,27,4191,3119,1.67,2.21,1.72,2.27
13/08/2021,Player11,Player29,45,54,2050,1316,1.74,2.1,1.79,2.17
13/08/2021,Player33,Player7,24,20,3673,3316,2.05,1.78,2.11,1.83
14/08/2021,Player9,Player51,29,27,3213,3119,1.84,1.97,1.89,2.03
14/08/2021,Player7,Player45,20,25,3316,3083,1.72,2.13,1.77,2.2
14/08/2021,Player59,Player22,43,42,2172,1754,2.09,1.75,2.15,1.8
15/08/2021,Player37,Player54,52,47,1222,1574,1.91,1.9,1.97,1.95
15/08/2021,Player23,Player9,8,29,3953,3213,1.59,2.37,1.64,2.44
15/08/2021,Player45,Player24,25,40,3083,2440,1.59,2.37,1.64,2.44
