Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,B365H,B365D,B365A,PSCH,PSCD,PSCA
17/10/2021,Team14,Team0,1,2,H,2.97,4.94,1.96,3.06,5.08,2.01
17/10/2021,Team14,Team12,2,2,H,1.99,3.67,3.62,2.05,3.78,3.73
17/10/2021,Team12,Team6,1,0,H,2.2,4.76,2.6,2.26,4.9,2.68
17/10/2021,Team16,Team19,1,0,H,2.02,4.55,2.98,2.08,4.68,3.07
18/10/2021,Team7,Team19,3,0,H,1.69,5.36,3.69,1.74,5.51,3.8
18/10/2021,Team9,Team6,0,0,H,1.64,5.23,4.03,1.69,5.38,4.15
18/10/2021,Team2,Team17,0,0,H,1.78,4.09,4.11,1.83,4.21,4.23
18/10/2021,Team10,Team7,1,4,A,2.52,4.53,2.31,2.6,4.66,2.38
19/10/2021,Team17,Team8,0,1,D,2.45,5.0,2.26,2.52,5.15,2.33
19/10/2021,Team13,Team2,1,0,A,2.46,6.91,2.0,2.53,7.11,2.06
19/10/2021,Team13,Team0,0,1,D,2.77,4.71,2.1,2.85,4.85,2.16
19/10/2021,Team8,Team12,2,0,H,1.65,4.04,5.08,1.7,4.16,5.23
20/10/2021,Team16,Team3,2,0,H,1.42,4.51,7.92,1.47,4.65,8.15
20/10/2021,Team14,Team4,2,2,H,4.85,4.21,1.65,4.99,4.33,1.7
20/10/2021,Team4,Team2,2,0,H,1.63,5.47,3.94,1.68,5.63,4.05
20/10/2021,Team16,Team2,1,1,A,2.52,4.64,2.28,2.6,4.78,2.35
21/10/2021,Team12,Team0,0,3,A,3.79,4.29,1.81,3.9,4.42,1.86
21/10/2021,Team1,Team2,1,0,A,1.68,5.48,3.68,1.73,5.64,3.78
21/10/2021,Team6,Team11,0,2,A,4.15,4.53,1.7,4.27,4.67,1.75
21/10/2021,Team16,Team17,0,2,A,1.96,4.92,2.98,2.01,5.07,3.07
22/10/2021,Team7,Team1,3,2,D,2.31,5.0,2.4,2.37,5.15,2.47
22/10/2021,Team13,Team12,1,1,H,1.67,5.11,3.93,1.72,5.26,4.04
22/10/2021,Team9,Team13,1,1,H,1.77,4.45,3.86,1.82,4.58,3.98
22/10/2021,Team1,Team16,1,1,H,1.65,4.91,4.15,1.7,5.05,4.27
23/10/2021,Team13,Team10,2,2,H,2.3,4.79,2.46,2.37,4.94,2.53
23/10/2021,Team18,Team19,0,1,H,3.03,3.46,2.32,3.12,3.57,2.39
23/10/2021,Team6,Team5,2,1,D,3.71,5.42,1.68,3.82,5.58,1.73
23/10/2021,Team18,Team19,2,1,D,3.02,3.58,2.27,3.11,3.69,2.34
24/10/2021,Team1,Team16,2,1,H,1.61,4.21,5.22,1.66,4.33,5.37
24/10/2021,Team15,Team9,4,0,D,1.74,4.33,4.07,1.8,4.45,4.19
24/10/2021,Team14,Team18,0,0,H,1.84,4.85,3.32,1.9,4.99,3.41
24/10/2021,Team17,Team11,2,0,D,3.46,5.19,1.76,3.56,5.34,1.81
25/10/2021,Team7,Team6,3,0,H,1.58,4.16,5.63,1.63,4.29,5.8
25/10/2021,Team11,Team9,3,0,H,2.07,3.96,3.19,2.13,4.07,3.28
25/10/2021,Team19,Team14,2,0,H,1.77,4.42,3.89,1.82,4.55,4.0
25/10/2021,Team7,Team16,3,1,H,1.61,5.73,3.94,1.66,5.9,4.05
26/10/2021,Team4,Team1,2,1,D,2.1,4.45,2.86,2.16,4.58,2.95
26/10/2021,Team5,Team16,1,3,D,1.79,4.4,3.8,1.84,4.53,3.91
26/10/2021,Team4,Team11,2,4,A,1.8,5.75,3.12,1.85,5.92,3.21
26/10/2021,Team16,Team19,6,0,H,2.04,4.46,2.97,2.1,4.59,3.06
27/10/2021,Team7,Team15,1,1,A,2.26,4.05,2.77,2.33,4.16,2.85
27/10/2021,Team6,Team9,3,2,D,3.21,4.49,1.94,3.3,4.62,2.0
27/10/2021,Team19,Team6,1,1,H,1.76,4.71,3.73,1.81,4.85,3.84
27/10/2021,Team0,Team8,2,1,H,2.04,4.92,2.8,2.1,5.07,2.89
28/10/2021,Team12,Team19,0,2,A,2.61,4.17,2.35,2.68,4.29,2.41
28/10/2021,Team18,Team4,1,0,A,9.25,4.23,1.42,9.52,4.35,1.46
28/10/2021,Team15,Team2,1,4,A,2.0,4.6,3.01,2.06,4.74,3.09
28/10/2021,Team14,Team4,1,3,D,6.57,3.68,1.6,6.76,3.79,1.64
29/10/2021,Team2,Team7,4,2,H,2.53,4.67,2.27,2.6,4.81,2.34
29/10/2021,Team18,Team1,1,1,D,5.14,4.28,1.61,5.29,4.41,1.66
29/10/2021,Team10,Team14,4,0,H,1.65,5.16,3.99,1.7,5.31,4.1
29/10/2021,Team12,Team0,0,2,A,3.32,4.39,1.92,3.42,4.52,1.97
30/10/2021,Team10,Team2,2,1,A,2.42,5.98,2.13,2.49,6.15,2.19
30/10/2021,Team16,Team5,2,2,D,2.54,4.75,2.25,2.61,4.89,2.31
30/10/2021,Team11,Team12,3,1,H,1.46,4.28,7.47,1.51,4.41,7.69
30/10/2021,Team18,Team6,1,2,D,2.17,5.4,2.48,2.23,5.56,2.55
31/10/2021,Team16,Team15,1,0,H,2.79,4.17,2.21,2.87,4.29,2.28
31/10/2021,Team6,Team1,0,0,A,4.66,5.61,1.52,4.79,5.77,1.57
31/10/2021,Team6,Team18,2,1,H,1.92,4.11,3.5,1.97,4.23,3.61
31/10/2021,Team5,Team3,1,1,A,1.23,6.16,12.91,1.27,6.34,13.29
01/11/2021,Team10,Team8,3,1,D,2.28,4.89,2.45,2.35,5.04,2.53
01/11/2021,Team1,Team17,3,0,H,1.62,3.95,5.57,1.67,4.07,5.73
01/11/2021,Team8,Team17,3,1,D,1.54,5.35,4.64,1.59,5.5,4.77
01/11/2021,Team14,Team9,1,1,A,2.53,8.3,1.87,2.61,8.55,1.93
02/11/2021,Team14,Team16,0,0,H,2.72,4.21,2.25,2.8,4.33,2.32
02/11/2021,Team7,Team17,4,0,H,1.56,4.74,5.02,1.61,4.88,5.17
02/11/2021,Team0,Team11,1,1,H,2.1,5.16,2.63,2.16,5.32,2.71
02/11/2021,Team5,Team17,0,0,A,1.61,5.03,4.37,1.65,5.18,4.5
03/11/2021,Team7,Team17,1,3,A,1.51,4.75,5.68,1.55,4.89,5.84
03/11/2021,Team3,Team13,0,1,A,3.83,5.34,1.66,3.94,5.5,1.71
03/11/2021,Team16,Team17,2,2,A,1.79,6.23,3.04,1.84,6.41,3.13
03/11/2021,Team6,Team2,0,1,D,3.2,5.07,1.85,3.3,5.21,1.9
04/11/2021,Team14,Team17,2,3,H,2.34,5.76,2.23,2.4,5.93,2.3
04/11/2021,Team13,Team14,2,2,A,1.9,4.17,3.52,1.96,4.29,3.63
04/11/2021,Team14,Team3,1,0,H,1.41,5.68,6.1,1.45,5.85,6.28
04/11/2021,Team15,Team5,2,0,H,1.88,4.5,3.39,1.93,4.63,3.49
05/11/2021,Team12,Team14,4,2,H,2.39,5.18,2.28,2.46,5.33,2.34
05/11/2021,Team18,Team5,1,0,A,4.35,4.54,1.67,4.48,4.67,1.72
05/11/2021,Team10,Team19,2,1,H,1.85,4.94,3.25,1.91,5.08,3.34
05/11/2021,Team13,Team1,0,2,A,3.79,4.22,1.82,3.9,4.35,1.87
06/11/2021,Team14,Team1,2,2,A,3.79,5.45,1.66,3.9,5.61,1.71
06/11/2021,Team17,Team7,3,1,H,2.68,6.63,1.9,2.75,6.82,1.96
06/11/2021,Team9,Team6,1,2,A,1.51,5.55,4.77,1.56,5.71,4.91
06/11/2021,Team17,Team3,0,3,A,1.61,3.9,5.81,1.66,4.01,5.98
07/11/2021,Team14,Team12,1,1,H,1.86,4.05,3.75,1.92,4.17,3.86
07/11/2021,Team19,Team0,0,1,A,3.06,3.89,2.15,3.14,4.0,2.21
07/11/2021,Team17,Team18,1,1,H,1.7,5.24,3.7,1.75,5.4,3.81
07/11/2021,Team7,Team6,3,1,H,1.43,5.42,5.98,1.47,5.58,6.15
08/11/2021,Team3,Team15,1,1,H,6.5,6.48,1.35,6.69,6.67,1.39
08/11/2021,Team19,Team16,2,0,A,2.38,4.9,2.35,2.45,5.05,2.42
08/11/2021,Team8,Team16,2,0,H,1.88,4.03,3.7,1.94,4.15,3.8
08/11/2021,Team7,Team1,0,0,A,2.22,4.35,2.71,2.28,4.48,2.79
09/11/2021,Team7,Team12,1,3,A,1.4,4.43,9.27,1.44,4.56,9.54
09/11/2021,Team14,Team8,3,0,H,2.78,5.66,1.95,2.86,5.83,2.01
09/11/2021,Team1,Team15,3,2,H,2.0,4.5,3.06,2.06,4.63,3.15
09/11/2021,Team5,Team7,1,5,A,2.29,3.93,2.79,2.36,4.05,2.87
10/11/2021,Team9,Team10,1,2,D,1.9,4.26,3.46,1.96,4.39,3.56
10/11/2021,Team7,Team1,0,1,A,2.33,4.29,2.58,2.4,4.41,2.66
10/11/2021,Team16,Team5,0,2,A,2.35,6.27,2.15,2.42,6.45,2.22
10/11/2021,Team12,Team4,0,3,D,6.96,5.16,1.4,7.17,5.31,1.44
11/11/2021,Team19,Team12,1,0,A,1.81,4.62,3.57,1.86,4.75,3.67
11/11/2021,Team14,Team16,1,2,A,2.76,4.13,2.24,2.84,4.25,2.31
11/11/2021,Team15,Team8,1,1,A,2.05,4.93,2.78,2.11,5.08,2.86
11/11/2021,Team10,Team7,2,2,H,2.77,4.17,2.23,2.85,4.3,2.29
12/11/2021,Team5,Team10,2,0,H,1.8,5.18,3.31,1.86,5.33,3.4
12/11/2021,Team7,Team2,1,1,H,1.91,5.49,2.9,1.97,5.65,2.98
12/11/2021,Team3,Team10,2,1,A,3.83,5.09,1.69,3.95,5.24,1.74
12/11/2021,Team1,Team6,1,0,A,1.39,5.09,7.36,1.43,5.24,7.58
13/11/2021,Team17,Team10,0,0,A,2.41,3.72,2.73,2.49,3.83,2.81
13/11/2021,Team12,Team9,1,1,H,4.23,3.97,1.78,4.35,4.09,1.83
13/11/2021,Team4,Team0,2,2,H,1.69,5.15,3.8,1.74,5.3,3.91
13/11/2021,Team4,Team18,0,1,H,1.41,4.67,8.0,1.45,4.81,8.23
14/11/2021,Team18,Team17,1,1,D,2.66,3.89,2.4,2.74,4.0,2.47
14/11/2021,Team15,Team11,3,0,H,2.18,4.02,2.91,2.25,4.14,3.0
14/11/2021,Team17,Team15,1,1,H,3.03,4.53,2.0,3.12,4.66,2.06
14/11/2021,Team0,Team18,1,0,H,1.58,4.76,4.84,1.63,4.9,4.98
15/11/2021,Team9,Team7,0,2,A,2.32,5.27,2.33,2.38,5.43,2.4
15/11/2021,Team2,Team14,2,0,H,1.59,4.8,4.66,1.64,4.94,4.8
15/11/2021,Team8,Team7,1,2,A,2.38,4.45,2.47,2.45,4.58,2.54
15/11/2021,Team14,Team5,2,0,H,3.2,4.98,1.86,3.29,5.12,1.92
16/11/2021,Team13,Team10,0,1,A,2.06,6.48,2.44,2.12,6.67,2.51
16/11/2021,Team2,Team6,0,1,H,1.6,3.69,6.46,1.65,3.8,6.65
16/11/2021,Team14,Team3,0,2,H,1.45,6.06,5.07,1.5,6.24,5.22
16/11/2021,Team19,Team13,0,0,A,2.26,4.62,2.56,2.33,4.75,2.63
17/11/2021,Team11,Team18,1,0,D,1.41,4.92,7.17,1.46,5.07,7.38
17/11/2021,Team8,Team14,3,0,H,1.49,5.37,5.2,1.53,5.53,5.36
17/11/2021,Team0,Team13,1,1,A,1.58,6.26,3.9,1.62,6.44,4.02
17/11/2021,Team10,Team17,2,2,D,1.74,5.01,3.65,1.79,5.15,3.76
18/11/2021,Team8,Team13,1,0,H,1.67,4.66,4.24,1.72,4.79,4.36
18/11/2021,Team7,Team18,2,3,H,1.39,5.65,6.42,1.44,5.82,6.61
18/11/2021,Team9,Team3,1,3,H,1.38,5.05,7.81,1.42,5.2,8.03
18/11/2021,Team15,Team11,2,2,H,2.0,5.07,2.83,2.06,5.22,2.91
19/11/2021,Team0,Team3,1,2,A,1.32,6.13,7.89,1.35,6.31,8.12
19/11/2021,Team11,Team9,1,1,A,1.86,4.17,3.65,1.92,4.3,3.76
19/11/2021,Team17,Team10,0,0,A,2.37,4.44,2.48,2.44,4.57,2.55
19/11/2021,Team17,Team1,3,4,D,3.61,5.42,1.7,3.72,5.58,1.75
20/11/2021,Team15,Team10,2,2,A,1.75,4.48,3.94,1.8,4.62,4.05
20/11/2021,Team8,Team4,1,4,D,2.66,4.1,2.32,2.74,4.22,2.39
20/11/2021,Team8,Team15,0,2,A,2.29,4.03,2.74,2.35,4.15,2.82
20/11/2021,Team9,Team7,2,2,H,2.06,5.74,2.56,2.12,5.91,2.64
21/11/2021,Team7,Team13,4,1,H,1.52,5.36,4.89,1.56,5.52,5.03
21/11/2021,Team9,Team14,0,0,D,1.58,5.58,4.2,1.63,5.74,4.32
21/11/2021,Team13,Team5,0,1,H,2.63,4.97,2.13,2.71,5.12,2.2
21/11/2021,Team12,Team8,0,2,A,3.52,4.94,1.77,3.63,5.08,1.83
22/11/2021,Team18,Team15,1,2,H,4.09,6.88,1.51,4.21,7.08,1.56
22/11/2021,Team12,Team19,1,2,A,2.49,5.27,2.18,2.56,5.42,2.24
22/11/2021,Team12,Team4,0,1,A,5.39,5.16,1.49,5.55,5.31,1.53
22/11/2021,Team2,Team18,0,2,D,1.51,4.56,6.01,1.55,4.69,6.18
23/11/2021,Team11,Team14,2,1,D,1.53,4.89,5.21,1.58,5.03,5.36
23/11/2021,Team8,Team12,1,3,H,1.51,4.09,6.91,1.56,4.21,7.11
23/11/2021,Team14,Team6,0,0,H,2.07,4.11,3.08,2.13,4.23,3.18
23/11/2021,Team18,Team4,1,0,A,5.5,4.14,1.6,5.66,4.26,1.64
24/11/2021,Team6,Team16,3,0,H,2.76,6.17,1.9,2.84,6.36,1.96
24/11/2021,Team2,Team13,3,2,H,1.7,4.4,4.24,1.75,4.53,4.37
24/11/2021,Team8,Team4,1,0,A,2.66,4.56,2.2,2.74,4.7,2.26
24/11/2021,Team16,Team17,0,4,A,1.76,5.55,3.31,1.81,5.72,3.41
25/11/2021,Team17,Team9,0,2,A,2.96,5.58,1.88,3.04,5.74,1.93
25/11/2021,Team7,Team17,2,1,H,1.72,4.58,3.99,1.77,4.71,4.11
25/11/2021,Team16,Team7,4,3,D,2.72,3.81,2.38,2.8,3.92,2.45
25/11/2021,Team4,Team6,1,1,H,1.47,4.03,8.38,1.51,4.14,8.63
26/11/2021,Team4,Team5,0,1,A,1.61,5.52,4.02,1.66,5.68,4.14
26/11/2021,Team5,Team9,2,1,H,1.99,4.68,2.99,2.05,4.82,3.08
26/11/2021,Team6,Team5,1,0,H,3.7,3.89,1.91,3.81,4.0,1.97
26/11/2021,Team19,Team3,0,2,H,1.39,4.52,9.09,1.43,4.65,9.36
27/11/2021,Team2,Team8,1,2,D,1.99,4.58,3.03,2.05,4.72,3.12
27/11/2021,Team17,Team8,2,1,A,2.72,5.46,2.0,2.8,5.62,2.06
27/11/2021,Team6,Team1,2,2,H,4.19,4.43,1.71,4.32,4.56,1.76
27/11/2021,Team1,Team3,4,0,H,1.23,4.69,46.19,1.26,4.83,47.55
28/11/2021,Team9,Team6,4,2,D,1.53,5.36,4.73,1.58,5.51,4.86
28/11/2021,Team3,Team9,1,4,D,6.04,4.9,1.47,6.22,5.05,1.51
28/11/2021,Team7,Team2,5,1,H,1.85,4.86,3.31,1.9,5.0,3.4
28/11/2021,Team2,Team12,2,0,H,1.4,4.8,7.84,1.44,4.94,8.07
29/11/2021,Team4,Team18,1,3,H,1.38,4.5,9.87,1.42,4.64,10.17
29/11/2021,Team9,Team6,1,1,H,1.58,5.43,4.32,1.62,5.59,4.44
29/11/2021,Team5,Team15,2,1,H,2.38,4.5,2.45,2.45,4.64,2.52
29/11/2021,Team3,Team0,1,0,D,6.88,4.52,1.46,7.09,4.66,1.51
30/11/2021,Team19,Team4,0,3,D,4.44,4.32,1.68,4.57,4.45,1.73
30/11/2021,Team1,Team10,0,1,H,1.56,4.7,5.06,1.61,4.84,5.21
30/11/2021,Team1,Team15,2,2,A,1.81,5.82,3.08,1.86,5.99,3.17
30/11/2021,Team19,Team5,1,0,A,3.42,4.33,1.9,3.52,4.45,1.96
01/12/2021,Team19,Team15,0,3,A,3.64,4.27,1.85,3.74,4.4,1.9
01/12/2021,Team11,Team13,2,1,H,1.46,5.81,5.22,1.5,5.98,5.37
01/12/2021,Team5,Team13,1,0,H,1.65,4.85,4.19,1.7,5.0,4.32
01/12/2021,Team2,Team1,0,1,H,2.69,4.12,2.29,2.77,4.24,2.36
02/12/2021,Team1,Team2,1,1,D,1.69,3.85,5.03,1.74,3.97,5.18
02/12/2021,Team4,Team14,1,0,D,1.55,3.9,6.7,1.6,4.02,6.89
02/12/2021,Team12,Team11,2,1,D,4.09,4.75,1.68,4.21,4.89,1.73
02/12/2021,Team16,Team18,3,2,A,1.47,5.34,5.52,1.51,5.5,5.68
03/12/2021,Team11,Team12,3,0,H,1.44,4.84,6.72,1.48,4.98,6.92
03/12/2021,Team2,Team0,2,1,A,2.22,4.97,2.52,2.28,5.11,2.59
03/12/2021,Team19,Team6,2,1,H,1.92,4.25,3.39,1.98,4.37,3.49
03/12/2021,Team11,Team8,3,1,D,1.92,4.95,3.06,1.98,5.09,3.15
04/12/2021,Team2,Team18,3,0,D,1.5,4.85,5.68,1.54,4.99,5.85
04/12/2021,Team10,Team3,5,0,H,1.51,4.41,6.18,1.56,4.54,6.36
04/12/2021,Team3,Team14,3,0,H,3.57,4.03,1.92,3.67,4.15,1.97
04/12/2021,Team2,Team6,1,2,A,1.46,5.24,5.72,1.5,5.4,5.89
05/12/2021,Team0,Team6,0,2,D,1.57,4.39,5.43,1.61,4.52,5.59
05/12/2021,Team5,Team13,1,1,H,1.53,6.31,4.2,1.58,6.49,4.33
05/12/2021,Team18,Team9,0,1,A,3.63,7.03,1.58,3.74,7.24,1.63
05/12/2021,Team8,Team4,1,1,A,2.93,4.76,2.01,3.02,4.9,2.06
06/12/2021,Team15,Team11,1,2,D,1.82,6.29,2.93,1.87,6.47,3.02
06/12/2021,Team0,Team3,0,1,H,1.32,4.71,12.73,1.36,4.85,13.1
06/12/2021,Team2,Team11,0,2,A,2.36,4.42,2.5,2.43,4.55,2.57
06/12/2021,Team0,Team4,1,4,D,2.46,4.39,2.41,2.53,4.52,2.48
07/12/2021,Team7,Team4,3,0,H,2.49,4.46,2.36,2.56,4.59,2.43
07/12/2021,Team17,Team5,3,0,D,2.97,4.22,2.1,3.05,4.35,2.16
07/12/2021,Team13,Team9,2,0,H,2.45,5.05,2.26,2.52,5.19,2.32
07/12/2021,Team6,Team4,0,1,D,4.84,4.13,1.66,4.98,4.26,1.71
08/12/2021,Team5,Team7,5,1,D,2.14,3.96,3.03,2.2,4.08,3.12
08/12/2021,Team15,Team13,3,0,H,1.57,4.4,5.33,1.62,4.53,5.48
08/12/2021,Team14,Team7,0,2,A,3.57,4.58,1.81,3.68,4.72,1.87
08/12/2021,Team0,Team6,3,1,H,1.44,4.97,6.38,1.49,5.12,6.57
09/12/2021,Team10,Team6,4,0,H,1.64,6.34,3.56,1.68,6.52,3.67
09/12/2021,Team14,Team6,1,2,A,2.11,5.0,2.66,2.17,5.15,2.74
09/12/2021,Team11,Team14,1,1,H,1.45,4.79,6.6,1.49,4.93,6.79
09/12/2021,Team6,Team17,1,4,H,2.38,5.22,2.29,2.45,5.37,2.35
10/12/2021,Team15,Team9,1,1,H,1.73,4.4,4.09,1.78,4.53,4.21
10/12/2021,Team19,Team11,3,4,A,3.19,4.21,2.0,3.29,4.34,2.06
10/12/2021,Team11,Team15,1,2,D,1.91,4.74,3.18,1.96,4.88,3.28
10/12/2021,Team4,Team19,0,1,H,1.47,5.22,5.68,1.51,5.37,5.85
11/12/2021,Team7,Team16,1,2,A,1.58,4.65,4.99,1.62,4.79,5.14
11/12/2021,Team7,Team19,0,1,H,1.63,5.48,3.96,1.67,5.64,4.07
11/12/2021,Team5,Team9,1,0,H,1.92,5.23,2.96,1.98,5.38,3.05
11/12/2021,Team2,Team19,3,0,D,1.74,4.82,3.71,1.8,4.97,3.82
12/12/2021,Team13,Team9,0,2,A,2.79,3.38,2.53,2.88,3.48,2.6
12/12/2021,Team4,Team18,0,1,H,1.47,4.41,7.08,1.51,4.54,7.29
12/12/2021,Team18,Team11,2,1,H,5.04,4.31,1.61,5.19,4.43,1.66
12/12/2021,Team19,Team16,1,0,H,2.15,5.37,2.5,2.22,5.53,2.58
13/12/2021,Team10,Team1,0,0,H,3.37,4.62,1.86,3.47,4.75,1.92
13/12/2021,Team8,Team7,2,1,A,2.4,5.07,2.29,2.48,5.22,2.36
13/12/2021,Team16,Team14,3,0,H,1.77,4.48,3.82,1.82,4.62,3.93
13/12/2021,Team1,Team4,0,0,H,2.18,4.46,2.73,2.24,4.59,2.81
14/12/2021,Team0,Team6,0,0,H,1.56,5.33,4.5,1.61,5.49,4.63
14/12/2021,Team19,Team7,3,1,H,3.77,4.65,1.75,3.88,4.79,1.81
14/12/2021,Team17,Team15,0,0,A,3.51,3.99,1.94,3.62,4.1,2.0
14/12/2021,Team16,Team3,2,1,D,1.47,5.13,5.78,1.51,5.28,5.95
15/12/2021,Team4,Team0,1,1,H,1.69,4.77,4.0,1.74,4.91,4.12
15/12/2021,Team3,Team1,1,1,A,10.86,5.05,1.32,11.18,5.19,1.36
15/12/2021,Team13,Team12,3,0,H,1.7,4.38,4.31,1.75,4.51,4.44
15/12/2021,Team6,Team10,1,3,A,2.68,4.69,2.16,2.75,4.83,2.22
16/12/2021,Team12,Team7,0,0,A,4.77,4.76,1.59,4.91,4.9,1.63
16/12/2021,Team16,Team9,1,1,D,2.35,4.84,2.39,2.42,4.98,2.46
16/12/2021,Team15,Team18,1,2,H,1.47,4.17,7.77,1.51,4.29,8.0
16/12/2021,Team16,Team9,1,3,A,2.39,4.67,2.4,2.46,4.81,2.47
17/12/2021,Team1,Team18,1,1,H,1.33,5.07,9.67,1.37,5.22,9.95
17/12/2021,Team17,Team16,2,2,H,2.64,4.21,2.31,2.72,4.34,2.37
17/12/2021,Team14,Team9,1,3,D,3.12,5.06,1.88,3.22,5.2,1.93
17/12/2021,Team18,Team12,3,1,H,2.11,4.29,2.92,2.17,4.42,3.01
18/12/2021,Team4,Team5,0,2,D,1.73,5.07,3.65,1.78,5.22,3.76
18/12/2021,Team18,Team1,1,1,A,5.6,4.8,1.51,5.77,4.94,1.55
18/12/2021,Team13,Team9,0,0,A,3.0,3.73,2.23,3.09,3.84,2.29
18/12/2021,Team16,Team7,0,2,A,2.62,4.79,2.18,2.7,4.93,2.24
19/12/2021,Team3,Team18,1,2,H,2.32,4.74,2.45,2.39,4.88,2.52
19/12/2021,Team12,Team4,1,0,A,5.0,4.78,1.56,5.15,4.92,1.61
19/12/2021,Team4,Team2,3,1,H,1.78,4.49,3.76,1.83,4.62,3.87
19/12/2021,Team1,Team19,2,1,H,1.52,4.19,6.5,1.57,4.31,6.69
20/12/2021,Team7,Team5,4,1,H,1.9,4.64,3.23,1.96,4.78,3.33
20/12/2021,Team0,Team12,1,1,H,1.41,5.11,6.84,1.45,5.26,7.04
20/12/2021,Team12,Team14,0,1,H,2.14,5.22,2.55,2.21,5.38,2.63
20/12/2021,Team11,Team6,1,2,H,1.44,4.47,7.67,1.48,4.6,7.9
21/12/2021,Team17,Team2,2,0,D,2.85,4.98,2.01,2.94,5.13,2.06
21/12/2021,Team10,Team18,2,1,D,1.61,5.16,4.23,1.66,5.32,4.35
21/12/2021,Team17,Team16,4,2,H,2.75,4.49,2.16,2.83,4.62,2.22
21/12/2021,Team8,Team2,2,0,D,1.98,5.44,2.77,2.04,5.6,2.85
22/12/2021,Team17,Team2,1,0,A,2.85,4.67,2.06,2.93,4.81,2.12
22/12/2021,Team10,Team12,0,0,D,1.49,6.37,4.51,1.53,6.56,4.64
22/12/2021,Team6,Team19,2,0,H,2.56,4.43,2.31,2.63,4.56,2.38
22/12/2021,Team18,Team9,2,1,A,3.61,4.66,1.79,3.72,4.79,1.84
23/12/2021,Team13,Team9,2,1,A,2.63,5.26,2.08,2.71,5.42,2.14
23/12/2021,Team18,Team4,0,2,A,6.82,4.75,1.44,7.02,4.88,1.49
23/12/2021,Team0,Team2,2,2,D,1.92,4.67,3.18,1.97,4.8,3.28
23/12/2021,Team17,Team6,2,2,A,1.82,5.84,3.04,1.87,6.01,3.13
24/12/2021,Team18,Team11,1,2,D,3.84,7.1,1.54,3.96,7.31,1.59
24/12/2021,Team16,Team3,3,2,H,1.38,6.01,6.19,1.43,6.19,6.37
24/12/2021,Team10,Team5,5,1,A,2.56,4.07,2.42,2.64,4.19,2.49
24/12/2021,Team9,Team2,1,0,A,2.17,4.27,2.81,2.24,4.4,2.89
25/12/2021,Team13,Team3,1,0,A,1.45,6.2,4.99,1.5,6.38,5.14
25/12/2021,Team9,Team11,1,1,H,2.12,5.21,2.58,2.18,5.36,2.66
25/12/2021,Team18,Team5,2,1,D,3.92,4.36,1.77,4.03,4.49,1.82
25/12/2021,Team18,Team0,2,2,A,3.95,4.2,1.79,4.06,4.32,1.84
26/12/2021,Team5,Team17,4,1,H,1.64,4.33,4.8,1.69,4.46,4.94
26/12/2021,Team0,Team11,2,0,H,2.19,5.09,2.52,2.26,5.24,2.59
26/12/2021,Team5,Team15,2,1,H,2.06,5.32,2.65,2.13,5.47,2.73
26/12/2021,Team14,Team4,0,2,A,3.88,5.35,1.65,3.99,5.51,1.7
27/12/2021,Team14,Team11,1,0,A,3.44,4.71,1.83,3.54,4.85,1.88
27/12/2021,Team18,Team7,0,0,A,4.1,5.64,1.59,4.22,5.81,1.64
27/12/2021,Team13,Team12,4,1,D,1.69,4.22,4.49,1.74,4.35,4.62
27/12/2021,Team17,Team9,1,3,D,2.55,4.14,2.4,2.63,4.26,2.47
28/12/2021,Team13,Team15,3,1,D,2.83,4.5,2.11,2.92,4.63,2.17
28/12/2021,Team8,Team9,2,1,H,1.99,4.85,2.93,2.05,4.99,3.01
28/12/2021,Team6,Team17,1,1,D,2.36,5.29,2.29,2.43,5.45,2.35
28/12/2021,Team12,Team4,0,0,A,5.92,4.24,1.55,6.1,4.36,1.6
29/12/2021,Team12,Team14,0,1,A,2.24,4.6,2.59,2.3,4.73,2.67
29/12/2021,Team0,Team17,0,2,H,1.71,4.56,4.05,1.76,4.69,4.17
29/12/2021,Team10,Team4,2,2,A,3.46,5.31,1.75,3.56,5.47,1.8
29/12/2021,Team12,Team10,2,5,A,2.83,5.23,1.98,2.91,5.39,2.04
30/12/2021,Team9,Team7,1,0,A,2.49,4.03,2.5,2.56,4.15,2.57
30/12/2021,Team9,Team5,3,2,H,2.21,5.71,2.37,2.28,5.88,2.44
30/12/2021,Team0,Team1,0,3,D,2.51,5.07,2.2,2.59,5.22,2.26
30/12/2021,Team12,Team17,0,2,H,2.42,4.95,2.3,2.49,5.09,2.37
31/12/2021,Team2,Team14,3,0,H,1.55,4.68,5.27,1.59,4.82,5.43
31/12/2021,Team5,Team9,5,0,H,2.01,4.87,2.87,2.07,5.02,2.96
31/12/2021,Team2,Team9,1,2,A,2.13,4.32,2.87,2.19,4.44,2.95
31/12/2021,Team12,Team3,1,2,H,1.6,6.34,3.75,1.65,6.53,3.86
01/01/2022,Team15,Team18,3,1,D,1.45,4.28,7.99,1.49,4.41,8.22
01/01/2022,Team18,Team12,1,2,D,1.98,5.2,2.84,2.03,5.36,2.93
01/01/2022,Team2,Team18,2,0,H,1.57,4.38,5.37,1.62,4.51,5.53
01/01/2022,Team14,Team3,0,1,H,1.56,4.96,4.86,1.6,5.11,5.0
02/01/2022,Team15,Team7,2,0,H,2.2,4.66,2.63,2.26,4.8,2.7
